participant_id,trial_number,group,task_type,input,response,true_output,rt,is_correct,submission_attempts,total_submissions,group_label,rt_seconds
sub_921234e118bc,5,1,operator,X = VII - III,X=,['X-VII=III'],240135,False,"[{'answer': 'VII+III=X', 'is_correct': False, 'timestamp': {'$numberLong': '1759273619034'}, 'time_from_start': 40479}, {'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759273655434'}, 'time_from_start': 76879}, {'answer': 'X=VII-IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759273734506'}, 'time_from_start': 155951}, {'answer': 'IX=VII-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759273778057'}, 'time_from_start': 199502}, {'answer': 'X=I-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759273800713'}, 'time_from_start': 222158}]",5,Same Type (Group 1),240.135
sub_17d1878c3e44,1,1,operator,VI = IV - II,V,['VI-IV=II'],240161,False,[],0,Same Type (Group 1),240.161
sub_17d1878c3e44,2,1,operator,X = VII - III,,['X-VII=III'],240219,False,[],0,Same Type (Group 1),240.219
sub_17d1878c3e44,3,1,operator,VII = III - IV,,['VII-III=IV'],240189,False,[],0,Same Type (Group 1),240.189
sub_17d1878c3e44,4,1,operator,XIII = IX - IV,,['XIII-IX=IV'],240147,False,[],0,Same Type (Group 1),240.147
sub_17d1878c3e44,5,1,operator,XIII = VII - VI,XIII-VII=VI,['XIII-VII=VI'],102187,True,"[{'answer': 'XIII-VII=VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759336354408'}, 'time_from_start': 99078}]",1,Same Type (Group 1),102.187
sub_43e17045a109,1,1,value-tight-chunk,VII = IX + III,V,"['XII=IX+III', 'VII=IV+III']",240107,False,"[{'answer': 'VIII=X+IIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759334992629'}, 'time_from_start': 68642}, {'answer': 'VII=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335041607'}, 'time_from_start': 117620}, {'answer': 'VII=IX-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335058949'}, 'time_from_start': 134962}, {'answer': 'VIII=X+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335084180'}, 'time_from_start': 160193}, {'answer': 'VIII=X-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335119349'}, 'time_from_start': 195362}, {'answer': 'VII=IIX+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335149714'}, 'time_from_start': 225727}]",6,Same Type (Group 1),240.107
sub_43e17045a109,2,1,value-tight-chunk,II = IX - II,,['II=IV-II'],240116,False,"[{'answer': 'II=X-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335220616'}, 'time_from_start': 52422}, {'answer': 'II=X-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335249565'}, 'time_from_start': 81371}, {'answer': 'IIX=I-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335294680'}, 'time_from_start': 126486}, {'answer': 'V=IX-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759335337401'}, 'time_from_start': 169207}, {'answer': 'XII=I-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335395285'}, 'time_from_start': 227091}, {'answer': 'IIX=I-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335408062'}, 'time_from_start': 239868}]",6,Same Type (Group 1),240.116
sub_43e17045a109,3,1,value-tight-chunk,III = XI - III,,['III=VI-III'],240115,False,"[{'answer': 'III=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335445909'}, 'time_from_start': 34247}, {'answer': 'IIIII=X-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335472851'}, 'time_from_start': 61189}, {'answer': 'IIIX=I+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335509074'}, 'time_from_start': 97412}, {'answer': 'IIIX=IIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759335524636'}, 'time_from_start': 112974}, {'answer': 'III=IX-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335557901'}, 'time_from_start': 146239}, {'answer': 'IIII=X-III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335576306'}, 'time_from_start': 164644}, {'answer': 'III-XI=III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335595438'}, 'time_from_start': 183776}, {'answer': 'IIIX=I+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335638518'}, 'time_from_start': 226856}]",8,Same Type (Group 1),240.115
sub_43e17045a109,4,1,value-tight-chunk,IV = XI - II,,"['IX=XI-II', 'IV=VI-II']",240118,False,"[{'answer': 'IV=IX-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335685371'}, 'time_from_start': 31095}, {'answer': 'VI=XI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335709073'}, 'time_from_start': 54797}, {'answer': 'IV-XI=II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335775148'}, 'time_from_start': 120872}, {'answer': 'IVI=XI-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759335822720'}, 'time_from_start': 168444}, {'answer': 'XIV=I-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335875847'}, 'time_from_start': 221571}]",5,Same Type (Group 1),240.118
sub_43e17045a109,5,1,value-tight-chunk,XI = IV + II,VI=IV+II,"['VI=IV+II', 'XI=IX+II']",232282,True,"[{'answer': 'X=IV+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759335918679'}, 'time_from_start': 20784}, {'answer': 'XI=VI+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335959824'}, 'time_from_start': 61929}, {'answer': 'IX=IV+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335970890'}, 'time_from_start': 72995}, {'answer': 'V=V', 'is_correct': False, 'timestamp': {'$numberLong': '1759336080533'}, 'time_from_start': 182638}, {'answer': 'VI=IV+II', 'is_correct': True, 'timestamp': {'$numberLong': '1759336127146'}, 'time_from_start': 229251}]",5,Same Type (Group 1),232.282
sub_e90b1271db78,1,1,value-tight-chunk,IV = XI - II,IX=XI-II,"['IX=XI-II', 'IV=VI-II']",64892,True,"[{'answer': 'IX=XI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759335066873'}, 'time_from_start': 61848}]",1,Same Type (Group 1),64.892
sub_e90b1271db78,2,1,value-tight-chunk,VII = IX + III,XII=IX+III,"['XII=IX+III', 'VII=IV+III']",38840,True,"[{'answer': 'XII=IX+III', 'is_correct': True, 'timestamp': {'$numberLong': '1759335109961'}, 'time_from_start': 35800}]",1,Same Type (Group 1),38.84
sub_e90b1271db78,3,1,value-tight-chunk,XI = IV + II,VI=IV+II,"['VI=IV+II', 'XI=IX+II']",34826,True,"[{'answer': 'VI=IV+II', 'is_correct': True, 'timestamp': {'$numberLong': '1759335147314'}, 'time_from_start': 31791}]",1,Same Type (Group 1),34.826
sub_e90b1271db78,4,1,value-tight-chunk,III = XI - III,,['III=VI-III'],240140,False,[],0,Same Type (Group 1),240.14
sub_e90b1271db78,5,1,value-tight-chunk,II = IX - II,II=IV-II,['II=IV-II'],32208,True,"[{'answer': 'II=IV-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759335424011'}, 'time_from_start': 29169}]",1,Same Type (Group 1),32.208
sub_cc38e1eafa3b,1,1,value-loose-chunk,IX = VII + IV,XI=VII+IV,['XI=VII+IV'],78034,True,"[{'answer': 'XI=VII+IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759335883539'}, 'time_from_start': 75017}]",1,Same Type (Group 1),78.034
sub_cc38e1eafa3b,2,1,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],149240,True,"[{'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759335973337'}, 'time_from_start': 83216}, {'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759336036339'}, 'time_from_start': 146218}]",2,Same Type (Group 1),149.24
sub_cc38e1eafa3b,3,1,value-loose-chunk,II = XI - VII,II=X-VIII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",51552,True,"[{'answer': 'II=X-VIII', 'is_correct': True, 'timestamp': {'$numberLong': '1759336090870'}, 'time_from_start': 48531}]",1,Same Type (Group 1),51.552
sub_cc38e1eafa3b,4,1,value-loose-chunk,III = IX - IV,II=IX,['III=IX-VI'],240121,False,"[{'answer': 'III=X-VII', 'is_correct': False, 'timestamp': {'$numberLong': '1759336223306'}, 'time_from_start': 123800}]",1,Same Type (Group 1),240.121
sub_cc38e1eafa3b,5,1,value-loose-chunk,VIII = II + IV,VIII=III+V,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",43592,True,"[{'answer': 'VIII=III+V', 'is_correct': True, 'timestamp': {'$numberLong': '1759336383895'}, 'time_from_start': 40570}]",1,Same Type (Group 1),43.592
sub_b6f175b744b4,1,1,operator,X = VII - III,X-VII=III,['X-VII=III'],144141,True,"[{'answer': 'X-VII=III', 'is_correct': True, 'timestamp': {'$numberLong': '1759336277786'}, 'time_from_start': 141080}]",1,Same Type (Group 1),144.141
sub_b6f175b744b4,2,1,operator,XIII = VII - VI,XIII-VII=VI,['XIII-VII=VI'],71604,True,"[{'answer': 'XIII-VII=VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759336356749'}, 'time_from_start': 68491}]",1,Same Type (Group 1),71.604
sub_b6f175b744b4,3,1,operator,XIII = IX - IV,XIII-IX=IV,['XIII-IX=IV'],64008,True,"[{'answer': 'XIII-IX=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759336421824'}, 'time_from_start': 60957}]",1,Same Type (Group 1),64.008
sub_b6f175b744b4,4,1,operator,VII = III - IV,VII-III=IV,['VII-III=IV'],238913,True,"[{'answer': 'VI=III+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759336617155'}, 'time_from_start': 190893}, {'answer': 'VI=III+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759336632868'}, 'time_from_start': 206606}, {'answer': 'VII-III=IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759336662059'}, 'time_from_start': 235797}]",3,Same Type (Group 1),238.913
sub_b6f175b744b4,5,1,operator,VI = IV - II,VI-IV=II,['VI-IV=II'],36794,True,"[{'answer': 'VI-IV=II', 'is_correct': True, 'timestamp': {'$numberLong': '1759336700387'}, 'time_from_start': 33727}]",1,Same Type (Group 1),36.794
sub_4e9959f85e5f,1,1,tautological,III = III + III,II=III-I,['III=III=III'],240255,False,[],0,Same Type (Group 1),240.255
sub_4e9959f85e5f,2,1,tautological,IV = IV + IV,,['IV=IV=IV'],240187,False,"[{'answer': 'VI=IV+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759337187438'}, 'time_from_start': 143018}, {'answer': 'IV=VI-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759337277946'}, 'time_from_start': 233526}]",2,Same Type (Group 1),240.187
sub_4e9959f85e5f,3,1,tautological,IX = IX + IX,,['IX=IX=IX'],240201,False,"[{'answer': 'IX=XI+IX', 'is_correct': False, 'timestamp': {'$numberLong': '1759337416838'}, 'time_from_start': 130733}, {'answer': 'IX=IIX+X', 'is_correct': False, 'timestamp': {'$numberLong': '1759337506744'}, 'time_from_start': 220639}]",2,Same Type (Group 1),240.201
sub_4e9959f85e5f,4,1,tautological,VIII = VIII + VIII,,['VIII=VIII=VIII'],240260,False,"[{'answer': 'XIII=VIII+VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759337616456'}, 'time_from_start': 88870}, {'answer': 'VII=VII=VII', 'is_correct': False, 'timestamp': {'$numberLong': '1759337682834'}, 'time_from_start': 155248}, {'answer': 'VIII=XIII-VIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759337761224'}, 'time_from_start': 233638}]",3,Same Type (Group 1),240.26
sub_4e9959f85e5f,5,1,tautological,XII = XII + XII,XII=,['XII=XII=XII'],240240,False,"[{'answer': 'XII=XIII-XI', 'is_correct': False, 'timestamp': {'$numberLong': '1759337835046'}, 'time_from_start': 65242}, {'answer': 'XIII=XII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759337870033'}, 'time_from_start': 100229}, {'answer': 'XIII=XII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759337937012'}, 'time_from_start': 167208}, {'answer': 'XII=VI+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759337989109'}, 'time_from_start': 219305}]",4,Same Type (Group 1),240.24
sub_707745ba20a5,1,1,hybrid,IX = XII + IV,IX=XIII-IV,['IX=XIII-IV'],78314,True,"[{'answer': 'IX=XIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759337031324'}, 'time_from_start': 75243}]",1,Same Type (Group 1),78.314
sub_707745ba20a5,2,1,hybrid,IV = VII + IV,IV=VIII-IV,['IV=VIII-IV'],47019,True,"[{'answer': 'IV=VIII-IV', 'is_correct': True, 'timestamp': {'$numberLong': '1759337081754'}, 'time_from_start': 43952}]",1,Same Type (Group 1),47.019
sub_707745ba20a5,3,1,hybrid,III = XI + IX,III=XII-IX,['III=XII-IX'],38570,True,"[{'answer': 'III=XII-IX', 'is_correct': True, 'timestamp': {'$numberLong': '1759337122895'}, 'time_from_start': 35514}]",1,Same Type (Group 1),38.57
sub_707745ba20a5,4,1,hybrid,VI = VI + I,VI=VII-I,['VI=VII-I'],26167,True,"[{'answer': 'VI=VII-I', 'is_correct': True, 'timestamp': {'$numberLong': '1759337151090'}, 'time_from_start': 23119}]",1,Same Type (Group 1),26.167
sub_707745ba20a5,5,1,hybrid,VII = XII + VI,VII=XIII-VI,['VII=XIII-VI'],26599,True,"[{'answer': 'VII=XIII-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759337180123'}, 'time_from_start': 23554}]",1,Same Type (Group 1),26.599
sub_58cc02507119,1,1,tautological,IX = IX + IX,,['IX=IX=IX'],240179,False,[],0,Same Type (Group 1),240.179
sub_58cc02507119,2,1,tautological,VIII = VIII + VIII,VIII=,['VIII=VIII=VIII'],240168,False,[],0,Same Type (Group 1),240.168
sub_58cc02507119,3,1,tautological,IV = IV + IV,IV=I,['IV=IV=IV'],240135,False,[],0,Same Type (Group 1),240.135
sub_58cc02507119,4,1,tautological,III = III + III,III=,['III=III=III'],240172,False,[],0,Same Type (Group 1),240.172
sub_58cc02507119,5,1,tautological,XII = XII + XII,,['XII=XII=XII'],240157,False,"[{'answer': 'XII=XI+XIII', 'is_correct': False, 'timestamp': {'$numberLong': '1759341132529'}, 'time_from_start': 107324}, {'answer': 'XII=XIII+XI', 'is_correct': False, 'timestamp': {'$numberLong': '1759341258395'}, 'time_from_start': 233190}]",2,Same Type (Group 1),240.157
sub_c4d43f0d5396,1,1,value-loose-chunk,II = XI - VII,II=IX-VII,"['III=X-VII', 'II=IX-VII', 'II=X-VIII']",141786,True,"[{'answer': 'II=IX-VII', 'is_correct': True, 'timestamp': {'$numberLong': '1759339219781'}, 'time_from_start': 138728}]",1,Same Type (Group 1),141.786
sub_c4d43f0d5396,2,1,value-loose-chunk,IX = VII + IV,,['XI=VII+IV'],240167,False,[],0,Same Type (Group 1),240.167
sub_c4d43f0d5396,3,1,value-loose-chunk,VIII = II + IV,VIII=II+VI,"['VIII=II+VI', 'VIII=III+V', 'VII=III+IV']",45816,True,"[{'answer': 'VIII=II+VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759339518534'}, 'time_from_start': 42791}]",1,Same Type (Group 1),45.816
sub_c4d43f0d5396,4,1,value-loose-chunk,III = IX - IV,III=IX-VI,['III=IX-VI'],37890,True,"[{'answer': 'III=IX-VI', 'is_correct': True, 'timestamp': {'$numberLong': '1759339559416'}, 'time_from_start': 34866}]",1,Same Type (Group 1),37.89
sub_c4d43f0d5396,5,1,value-loose-chunk,IV = IV - II,IV=VI-II,['IV=VI-II'],122676,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759339685299'}, 'time_from_start': 119623}]",1,Same Type (Group 1),122.676
sub_0c29698397c7,1,1,value-tight-chunk,II = IX - II,II=IV-II,['II=IV-II'],108314,True,"[{'answer': 'II=IV-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759339271471'}, 'time_from_start': 105177}]",1,Same Type (Group 1),108.314
sub_0c29698397c7,2,1,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],53513,True,"[{'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1759339330788'}, 'time_from_start': 50456}]",1,Same Type (Group 1),53.513
sub_0c29698397c7,3,1,value-tight-chunk,VII = IX + III,XII=IX+III,"['XII=IX+III', 'VII=IV+III']",56123,True,"[{'answer': 'XII=IX+III', 'is_correct': True, 'timestamp': {'$numberLong': '1759339389661'}, 'time_from_start': 53073}]",1,Same Type (Group 1),56.123
sub_0c29698397c7,4,1,value-tight-chunk,XI = IV + II,XI=IX+II,"['VI=IV+II', 'XI=IX+II']",30769,True,"[{'answer': 'XI=IX+II', 'is_correct': True, 'timestamp': {'$numberLong': '1759339428918'}, 'time_from_start': 27730}]",1,Same Type (Group 1),30.769
sub_0c29698397c7,5,1,value-tight-chunk,IV = XI - II,IV=VI-II,"['IX=XI-II', 'IV=VI-II']",26496,True,"[{'answer': 'IV=VI-II', 'is_correct': True, 'timestamp': {'$numberLong': '1759339460739'}, 'time_from_start': 23445}]",1,Same Type (Group 1),26.496
sub_d517dc5c5248,1,1,hybrid,IV = VII + IV,,['IV=VIII-IV'],240161,False,[],0,Same Type (Group 1),240.161
sub_d517dc5c5248,2,1,hybrid,III = XI + IX,III=XII-IX,['III=XII-IX'],113641,True,"[{'answer': 'III=XII-IX', 'is_correct': True, 'timestamp': {'$numberLong': '1759340244592'}, 'time_from_start': 110612}]",1,Same Type (Group 1),113.641
sub_d517dc5c5248,3,1,hybrid,VII = XII + VI,,['VII=XIII-VI'],240161,False,[],0,Same Type (Group 1),240.161
sub_d517dc5c5248,4,1,hybrid,IX = XII + IV,,['IX=XIII-IV'],240152,False,"[{'answer': 'IIX=XII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759340633302'}, 'time_from_start': 139561}, {'answer': 'IIX=XII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759340728927'}, 'time_from_start': 235186}]",2,Same Type (Group 1),240.152
sub_d517dc5c5248,5,1,hybrid,VI = VI + I,VI=V+II,['VI=VII-I'],240153,False,[],0,Same Type (Group 1),240.153
sub_b7ff146d8536,1,1,value-tight-chunk,IV = XI - II,,"['IX=XI-II', 'IV=VI-II']",240138,False,[],0,Same Type (Group 1),240.138
sub_b7ff146d8536,2,1,value-tight-chunk,XI = IV + II,X=IV+I,"['VI=IV+II', 'XI=IX+II']",240133,False,[],0,Same Type (Group 1),240.133
sub_b7ff146d8536,3,1,value-tight-chunk,II = IX - II,VI=IX-I,['II=IV-II'],240154,False,[],0,Same Type (Group 1),240.154
sub_b7ff146d8536,4,1,value-tight-chunk,VII = IX + III,VII=IV+III,"['XII=IX+III', 'VII=IV+III']",77497,True,"[{'answer': 'VII=IV+III', 'is_correct': True, 'timestamp': {'$numberLong': '1759342435370'}, 'time_from_start': 74469}]",1,Same Type (Group 1),77.497
sub_b7ff146d8536,5,1,value-tight-chunk,III = XI - III,III=VI-III,['III=VI-III'],53919,True,"[{'answer': 'III=VI-III', 'is_correct': True, 'timestamp': {'$numberLong': '1759342494109'}, 'time_from_start': 50903}]",1,Same Type (Group 1),53.919
sub_f66303b0a1c5,1,1,operator,XIII = VII - VI,III=,['XIII-VII=VI'],242142,False,"[{'answer': 'XII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759341816081'}, 'time_from_start': 48935}, {'answer': 'XIII=VII+VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759341905761'}, 'time_from_start': 138615}, {'answer': 'III=VII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759341994522'}, 'time_from_start': 227376}]",3,Same Type (Group 1),242.142
sub_f66303b0a1c5,2,1,operator,XIII = IX - IV,,['XIII-IX=IV'],242194,False,"[{'answer': 'III=IX-VI', 'is_correct': False, 'timestamp': {'$numberLong': '1759342114762'}, 'time_from_start': 102496}]",1,Same Type (Group 1),242.194
sub_f66303b0a1c5,3,1,operator,X = VII - III,,['X-VII=III'],242102,False,"[{'answer': 'X=VII+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759342410194'}, 'time_from_start': 154080}]",1,Same Type (Group 1),242.102
sub_f66303b0a1c5,4,1,operator,VI = IV - II,,['VI-IV=II'],242428,False,"[{'answer': 'VI=IVXII', 'is_correct': False, 'timestamp': {'$numberLong': '1759342520492'}, 'time_from_start': 20698}, {'answer': 'VI=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759342545434'}, 'time_from_start': 45640}, {'answer': 'IV=VI-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759342584589'}, 'time_from_start': 84795}, {'answer': 'I=V-IIV', 'is_correct': False, 'timestamp': {'$numberLong': '1759342642475'}, 'time_from_start': 142681}, {'answer': 'I=IV-IIV', 'is_correct': False, 'timestamp': {'$numberLong': '1759342690811'}, 'time_from_start': 191017}]",5,Same Type (Group 1),242.428
sub_f66303b0a1c5,5,1,operator,VII = III - IV,,['VII-III=IV'],242377,False,"[{'answer': 'VII=VII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759342794755'}, 'time_from_start': 51039}, {'answer': 'VII=VIII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759342807412'}, 'time_from_start': 63696}, {'answer': 'VII=VIII-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759342886387'}, 'time_from_start': 142671}, {'answer': 'VII=III+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759342983251'}, 'time_from_start': 239535}]",4,Same Type (Group 1),242.377
sub_d83c7688f3f2,1,1,value-tight-chunk,XI = IV + II,XI=I,"['VI=IV+II', 'XI=IX+II']",240134,False,[],0,Same Type (Group 1),240.134
sub_d83c7688f3f2,2,1,value-tight-chunk,III = XI - III,IIII=X-III,['III=VI-III'],240127,False,[],0,Same Type (Group 1),240.127
sub_d83c7688f3f2,3,1,value-tight-chunk,IV = XI - II,I=XI-,"['IX=XI-II', 'IV=VI-II']",240128,False,[],0,Same Type (Group 1),240.128
sub_d83c7688f3f2,4,1,value-tight-chunk,II = IX - II,II=I,['II=IV-II'],240132,False,[],0,Same Type (Group 1),240.132
sub_d83c7688f3f2,5,1,value-tight-chunk,VII = IX + III,,"['XII=IX+III', 'VII=IV+III']",240130,False,"[{'answer': 'VII=I+IIIX', 'is_correct': False, 'timestamp': {'$numberLong': '1759343764595'}, 'time_from_start': 214405}]",1,Same Type (Group 1),240.13
sub_016ef5cb53d0,1,1,tautological,XII = XII + XII,,['XII=XII=XII'],240129,False,[],0,Same Type (Group 1),240.129
sub_016ef5cb53d0,2,1,tautological,IV = IV + IV,V=,['IV=IV=IV'],240125,False,[],0,Same Type (Group 1),240.125
sub_016ef5cb53d0,3,1,tautological,IX = IX + IX,IX=,['IX=IX=IX'],240122,False,"[{'answer': 'IX=X-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343160384'}, 'time_from_start': 99240}, {'answer': 'IX=VI+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759343210130'}, 'time_from_start': 148986}, {'answer': 'X=V+V', 'is_correct': False, 'timestamp': {'$numberLong': '1759343238346'}, 'time_from_start': 177202}, {'answer': 'IX=VII+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759343279575'}, 'time_from_start': 218431}]",4,Same Type (Group 1),240.122
sub_016ef5cb53d0,4,1,tautological,VIII = VIII + VIII,VI=,['VIII=VIII=VIII'],240121,False,"[{'answer': 'VIII=VI+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759343381642'}, 'time_from_start': 77096}, {'answer': 'VIII=V+III', 'is_correct': False, 'timestamp': {'$numberLong': '1759343395511'}, 'time_from_start': 90965}, {'answer': 'VII=IX-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343420772'}, 'time_from_start': 116226}, {'answer': 'VIII=VII+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343441709'}, 'time_from_start': 137163}, {'answer': 'VIII=IV+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759343464487'}, 'time_from_start': 159941}, {'answer': 'VII=V+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759343484634'}, 'time_from_start': 180088}, {'answer': 'VII=VI+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343506094'}, 'time_from_start': 201548}, {'answer': 'VII=III+IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759343525295'}, 'time_from_start': 220749}]",8,Same Type (Group 1),240.121
sub_016ef5cb53d0,5,1,tautological,III = III + III,II,['III=III=III'],240121,False,"[{'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759343612724'}, 'time_from_start': 66220}, {'answer': 'III=II+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343727738'}, 'time_from_start': 181234}, {'answer': 'III=IV-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343738882'}, 'time_from_start': 192378}, {'answer': 'IV=III+I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343749959'}, 'time_from_start': 203455}, {'answer': 'IV=V-I', 'is_correct': False, 'timestamp': {'$numberLong': '1759343759633'}, 'time_from_start': 213129}, {'answer': 'II=IV-II', 'is_correct': False, 'timestamp': {'$numberLong': '1759343783860'}, 'time_from_start': 237356}]",6,Same Type (Group 1),240.121
sub_6f135f163500,1,1,tautological,IV = IV + IV,,['IV=IV=IV'],240139,False,[],0,Same Type (Group 1),240.139
sub_6f135f163500,2,1,tautological,XII = XII + XII,XII=XII=XII,['XII=XII=XII'],70506,True,"[{'answer': 'XII=XII=XII', 'is_correct': True, 'timestamp': {'$numberLong': '1759343482309'}, 'time_from_start': 67481}]",1,Same Type (Group 1),70.506
sub_6f135f163500,3,1,tautological,IX = IX + IX,IX=IX=IX,['IX=IX=IX'],24464,True,"[{'answer': 'IX=IX=IX', 'is_correct': True, 'timestamp': {'$numberLong': '1759343511164'}, 'time_from_start': 21418}]",1,Same Type (Group 1),24.464
sub_6f135f163500,4,1,tautological,III = III + III,III=III=III,['III=III=III'],36996,True,"[{'answer': 'III=III=III', 'is_correct': True, 'timestamp': {'$numberLong': '1759343550593'}, 'time_from_start': 33972}]",1,Same Type (Group 1),36.996
sub_6f135f163500,5,1,tautological,VIII = VIII + VIII,VIII=VIII=VIII,['VIII=VIII=VIII'],25977,True,"[{'answer': 'VIII=VIII=VIII', 'is_correct': True, 'timestamp': {'$numberLong': '1759343579110'}, 'time_from_start': 22954}]",1,Same Type (Group 1),25.977
sub_489928f1993d,1,1,hybrid,IV = VII + IV,,['IV=VIII-IV'],240136,False,[],0,Same Type (Group 1),240.136
sub_489928f1993d,2,1,hybrid,VI = VI + I,,['VI=VII-I'],240133,False,"[{'answer': 'VII=V+II', 'is_correct': False, 'timestamp': {'$numberLong': '1759343885988'}, 'time_from_start': 178745}]",1,Same Type (Group 1),240.133
sub_489928f1993d,3,1,hybrid,IX = XII + IV,IV,['IX=XIII-IV'],240145,False,[],0,Same Type (Group 1),240.145
sub_489928f1993d,4,1,hybrid,VII = XII + VI,X,['VII=XIII-VI'],240135,False,[],0,Same Type (Group 1),240.135
sub_489928f1993d,5,1,hybrid,III = XI + IX,XIII,['III=XII-IX'],240133,False,[],0,Same Type (Group 1),240.133
sub_82b681bbefed,1,1,hybrid,VII = XII + VI,VII=,['VII=XIII-VI'],240143,False,[],0,Same Type (Group 1),240.143
sub_82b681bbefed,2,1,hybrid,IV = VII + IV,IIV=VII-IV,['IV=VIII-IV'],240148,False,"[{'answer': 'IIV=VII-IV', 'is_correct': False, 'timestamp': {'$numberLong': '1759345050435'}, 'time_from_start': 117285}]",1,Same Type (Group 1),240.148
